,Time,PRICE,SIZE,BID_PRICE1,ASK_PRICE1,BID_SIZE1,ASK_SIZE1,Type
609,2023-03-16 10:15:19.105420,160.09,2,,,,,Deal
18130,2023-03-16 10:15:20.935373,,,160.07,160.09,38,109,Glass
18131,2023-03-16 10:15:24.586941,,,160.07,160.09,38,108,Glass
610,2023-03-16 10:15:24.586941,160.09,1,,,,,Deal
18132,2023-03-16 10:15:25.437447,,,160.07,160.09,38,98,Glass
611,2023-03-16 10:15:25.437447,160.09,10,,,,,Deal
18133,2023-03-16 10:15:27.686972,,,160.07,160.09,28,98,Glass
612,2023-03-16 10:15:27.686972,160.07,10,,,,,Deal
18134,2023-03-16 10:15:28.933993,,,160.07,160.09,28,97,Glass
613,2023-03-16 10:15:28.933993,160.09,1,,,,,Deal
614,2023-03-16 10:15:29.786657,160.09,10,,,,,Deal
18135,2023-03-16 10:15:29.786657,,,160.07,160.09,27,87,Glass
18136,2023-03-16 10:15:30.553131,,,160.07,160.09,27,86,Glass
615,2023-03-16 10:15:30.553131,160.09,1,,,,,Deal
616,2023-03-16 10:15:34.316678,160.07,13,,,,,Deal
18137,2023-03-16 10:15:34.316678,,,160.07,160.09,10,84,Glass
18138,2023-03-16 10:15:35.951394,,,160.05,160.06,150,77,Glass
617,2023-03-16 10:15:36.273012,160.06,1,,,,,Deal
618,2023-03-16 10:15:39.991876,160.06,76,,,,,Deal
18139,2023-03-16 10:15:39.991876,,,160.05,160.09,150,378,Glass
18140,2023-03-16 10:15:42.821945,,,160.18,160.2,20,521,Glass
619,2023-03-16 10:15:42.821945,160.2,528,,,,,Deal
620,2023-03-16 10:15:43.726562,160.24,43,,,,,Deal
18141,2023-03-16 10:15:43.726562,,,160.23,160.24,29,262,Glass
18142,2023-03-16 10:15:44.269743,,,160.28,160.29,13,63,Glass
621,2023-03-16 10:15:44.381346,160.29,2,,,,,Deal
18143,2023-03-16 10:15:44.789811,,,160.34,160.35,23,20,Glass
622,2023-03-16 10:15:45.250056,160.34,5,,,,,Deal
18144,2023-03-16 10:15:45.378017,,,160.31,160.35,569,21,Glass
18145,2023-03-16 10:15:45.977075,,,160.31,160.37,569,4683,Glass
623,2023-03-16 10:15:45.977075,160.36,171,,,,,Deal
18146,2023-03-16 10:15:47.419804,,,160.31,160.36,569,213,Glass
18147,2023-03-16 10:15:47.946247,,,160.31,160.36,569,348,Glass
624,2023-03-16 10:15:47.946247,160.36,5,,,,,Deal
18148,2023-03-16 10:15:48.929838,,,160.32,160.35,5,5,Glass
625,2023-03-16 10:15:49.233855,160.35,5,,,,,Deal
18149,2023-03-16 10:15:49.611739,,,160.32,160.37,105,2219,Glass
626,2023-03-16 10:15:49.764511,160.37,800,,,,,Deal
627,2023-03-16 10:15:50.437222,160.37,29,,,,,Deal
18150,2023-03-16 10:15:50.437222,,,160.32,160.37,106,1154,Glass
18151,2023-03-16 10:15:51.246023,,,160.35,160.37,5,2,Glass
628,2023-03-16 10:15:51.678280,160.37,2,,,,,Deal
18152,2023-03-16 10:15:51.955622,,,160.38,160.39,84,5,Glass
18153,2023-03-16 10:15:52.703160,,,160.38,160.39,84,25,Glass
629,2023-03-16 10:15:52.804979,160.39,1,,,,,Deal
630,2023-03-16 10:15:53.916301,160.39,1,,,,,Deal
18154,2023-03-16 10:15:53.916301,,,160.38,160.4,84,2039,Glass
631,2023-03-16 10:15:54.742403,160.39,2,,,,,Deal
18155,2023-03-16 10:15:54.742403,,,160.39,160.4,2,2042,Glass
632,2023-03-16 10:15:55.381496,160.4,10,,,,,Deal
18156,2023-03-16 10:15:55.381496,,,160.39,160.4,2,1832,Glass
18157,2023-03-16 10:15:55.951816,,,160.35,160.4,605,1732,Glass
633,2023-03-16 10:15:55.951816,160.4,92,,,,,Deal
18158,2023-03-16 10:15:57.025705,,,160.38,160.4,3,821,Glass
634,2023-03-16 10:15:57.078688,160.4,5,,,,,Deal
18159,2023-03-16 10:15:57.542131,,,160.38,160.39,3,10,Glass
635,2023-03-16 10:15:57.670357,160.38,3,,,,,Deal
18160,2023-03-16 10:15:58.257220,,,160.29,160.34,222,300,Glass
636,2023-03-16 10:15:58.257220,160.32,5,,,,,Deal
18161,2023-03-16 10:15:58.827924,,,160.26,160.33,222,10,Glass
637,2023-03-16 10:15:58.827924,160.33,25,,,,,Deal
18162,2023-03-16 10:15:59.664872,,,160.26,160.3,222,40,Glass
638,2023-03-16 10:15:59.741333,160.3,5,,,,,Deal
18163,2023-03-16 10:16:00.234171,,,160.25,160.3,7,33,Glass
639,2023-03-16 10:16:00.384819,160.3,30,,,,,Deal
18164,2023-03-16 10:16:00.784376,,,160.29,160.3,80,100,Glass
640,2023-03-16 10:16:01.039557,160.3,10,,,,,Deal
18165,2023-03-16 10:16:01.403826,,,160.29,160.31,80,5,Glass
641,2023-03-16 10:16:01.687177,160.32,3,,,,,Deal
18166,2023-03-16 10:16:02.040412,,,160.33,160.35,30,399,Glass
642,2023-03-16 10:16:02.531660,160.35,6,,,,,Deal
18167,2023-03-16 10:16:02.782943,,,160.33,160.35,30,403,Glass
643,2023-03-16 10:16:03.126624,160.35,42,,,,,Deal
18168,2023-03-16 10:16:03.399823,,,160.33,160.35,30,291,Glass
18169,2023-03-16 10:16:03.997156,,,160.33,160.35,30,281,Glass
644,2023-03-16 10:16:03.997156,160.35,10,,,,,Deal
645,2023-03-16 10:16:04.730779,160.35,2,,,,,Deal
18170,2023-03-16 10:16:04.730779,,,160.33,160.35,23,279,Glass
646,2023-03-16 10:16:05.800342,160.33,13,,,,,Deal
18171,2023-03-16 10:16:05.800342,,,160.33,160.34,10,254,Glass
18172,2023-03-16 10:16:06.379587,,,160.27,160.33,346,10,Glass
647,2023-03-16 10:16:06.447337,160.31,100,,,,,Deal
18173,2023-03-16 10:16:06.950252,,,160.25,160.3,295,17,Glass
648,2023-03-16 10:16:06.950252,160.3,5,,,,,Deal
649,2023-03-16 10:16:07.468963,160.3,2,,,,,Deal
18174,2023-03-16 10:16:07.468963,,,160.3,160.32,1,1,Glass
18175,2023-03-16 10:16:08.050995,,,160.3,160.33,1,27,Glass
650,2023-03-16 10:16:08.050995,160.32,1,,,,,Deal
18176,2023-03-16 10:16:08.583548,,,160.3,160.33,1,1,Glass
651,2023-03-16 10:16:08.684041,160.33,1,,,,,Deal
18177,2023-03-16 10:16:09.085059,,,160.3,160.34,1,44,Glass
652,2023-03-16 10:16:09.349816,160.34,1,,,,,Deal
18178,2023-03-16 10:16:09.636727,,,160.3,160.34,1,33,Glass
18179,2023-03-16 10:16:10.298158,,,160.3,160.34,1,12,Glass
653,2023-03-16 10:16:10.298158,160.34,21,,,,,Deal
18180,2023-03-16 10:16:11.289723,,,160.3,160.34,601,5,Glass
654,2023-03-16 10:16:11.289723,160.34,1,,,,,Deal
18181,2023-03-16 10:16:12.377533,,,160.3,160.35,601,3877,Glass
655,2023-03-16 10:16:12.377533,160.35,40,,,,,Deal
656,2023-03-16 10:16:13.205254,160.35,5,,,,,Deal
18182,2023-03-16 10:16:13.205254,,,160.3,160.35,601,3842,Glass
657,2023-03-16 10:16:13.709022,160.35,10,,,,,Deal
18183,2023-03-16 10:16:13.709022,,,160.3,160.35,601,3761,Glass
658,2023-03-16 10:16:14.289872,160.35,20,,,,,Deal
18184,2023-03-16 10:16:14.289872,,,160.34,160.35,1,3641,Glass
18185,2023-03-16 10:16:14.992409,,,160.34,160.35,1,3639,Glass
659,2023-03-16 10:16:14.992409,160.35,2,,,,,Deal
660,2023-03-16 10:16:16.191699,160.35,20,,,,,Deal
18186,2023-03-16 10:16:16.191699,,,160.34,160.35,1,3619,Glass
661,2023-03-16 10:16:16.960224,160.35,47,,,,,Deal
18187,2023-03-16 10:16:16.960224,,,160.34,160.35,1,3572,Glass
18188,2023-03-16 10:16:17.858716,,,160.31,160.35,85,3572,Glass
662,2023-03-16 10:16:17.858716,160.34,1,,,,,Deal
663,2023-03-16 10:16:18.471435,160.34,3,,,,,Deal
18189,2023-03-16 10:16:18.471435,,,160.3,160.34,1,397,Glass
664,2023-03-16 10:16:19.445000,160.34,6,,,,,Deal
18190,2023-03-16 10:16:19.445000,,,160.33,160.34,10,291,Glass
665,2023-03-16 10:16:21.292821,160.34,20,,,,,Deal
18191,2023-03-16 10:16:21.292821,,,160.33,160.34,10,271,Glass
18192,2023-03-16 10:16:22.185070,,,160.33,160.34,10,251,Glass
666,2023-03-16 10:16:22.185070,160.34,20,,,,,Deal
18193,2023-03-16 10:16:22.865037,,,160.33,160.34,25,248,Glass
18194,2023-03-16 10:16:24.210231,,,160.33,160.34,16,248,Glass
667,2023-03-16 10:16:24.325225,160.34,10,,,,,Deal
668,2023-03-16 10:16:25.007079,160.34,100,,,,,Deal
18195,2023-03-16 10:16:25.007079,,,160.33,160.34,16,88,Glass
18196,2023-03-16 10:16:25.884324,,,160.33,160.34,16,188,Glass
669,2023-03-16 10:16:27.199695,160.33,5,,,,,Deal
18197,2023-03-16 10:16:27.199695,,,160.33,160.34,11,188,Glass
18198,2023-03-16 10:16:28.127011,,,160.31,160.34,10,10,Glass
18199,2023-03-16 10:16:28.898807,,,160.31,160.34,10,28,Glass
670,2023-03-16 10:16:28.898807,160.34,2,,,,,Deal
18200,2023-03-16 10:16:29.571986,,,160.33,160.34,1,28,Glass
18201,2023-03-16 10:16:30.366639,,,160.31,160.34,10,28,Glass
671,2023-03-16 10:16:30.366639,160.33,1,,,,,Deal
672,2023-03-16 10:16:31.001467,160.33,20,,,,,Deal
18202,2023-03-16 10:16:31.001467,,,160.31,160.33,10,479,Glass
18203,2023-03-16 10:16:31.579699,,,160.32,160.33,20,469,Glass
673,2023-03-16 10:16:31.579699,160.33,10,,,,,Deal
18204,2023-03-16 10:16:32.204979,,,160.32,160.33,20,470,Glass
18205,2023-03-16 10:16:33.126747,,,160.32,160.33,5,471,Glass
674,2023-03-16 10:16:33.126747,160.32,15,,,,,Deal
18206,2023-03-16 10:16:33.649064,,,160.31,160.33,10,451,Glass
675,2023-03-16 10:16:33.649064,160.32,5,,,,,Deal
18207,2023-03-16 10:16:34.432953,,,160.25,160.29,56,67,Glass
676,2023-03-16 10:16:34.432953,160.29,3,,,,,Deal
18208,2023-03-16 10:16:35.007306,,,160.25,160.29,54,10,Glass
18209,2023-03-16 10:16:35.526743,,,160.25,160.29,54,60,Glass
677,2023-03-16 10:16:35.947084,160.25,3,,,,,Deal
18210,2023-03-16 10:16:36.133877,,,160.25,160.29,49,60,Glass
678,2023-03-16 10:16:37.379591,160.29,5,,,,,Deal
18211,2023-03-16 10:16:37.379591,,,160.26,160.29,500,16,Glass
18212,2023-03-16 10:16:38.121304,,,160.25,160.28,49,10,Glass
679,2023-03-16 10:16:38.906745,160.28,2,,,,,Deal
18213,2023-03-16 10:16:38.906745,,,160.25,160.28,49,8,Glass
18214,2023-03-16 10:16:39.771124,,,160.26,160.3,500,819,Glass
18215,2023-03-16 10:16:40.605598,,,160.26,160.3,500,819,Glass
680,2023-03-16 10:16:40.605598,160.29,5,,,,,Deal
18216,2023-03-16 10:16:41.177185,,,160.27,160.29,1,2,Glass
18217,2023-03-16 10:16:41.751312,,,160.27,160.3,38,775,Glass
681,2023-03-16 10:16:41.751312,160.27,1,,,,,Deal
18218,2023-03-16 10:16:42.905455,,,160.25,160.29,139,2,Glass
682,2023-03-16 10:16:44.439269,160.25,1,,,,,Deal
18219,2023-03-16 10:16:44.439269,,,160.25,160.29,38,2,Glass
683,2023-03-16 10:16:45.226792,160.3,2,,,,,Deal
18220,2023-03-16 10:16:45.226792,,,160.27,160.3,500,676,Glass
684,2023-03-16 10:16:45.830551,160.3,25,,,,,Deal
18221,2023-03-16 10:16:45.830551,,,160.27,160.3,500,651,Glass
18222,2023-03-16 10:16:46.463372,,,160.25,160.3,638,651,Glass
685,2023-03-16 10:16:46.868451,160.28,10,,,,,Deal
18223,2023-03-16 10:16:47.807160,,,160.27,160.29,29,150,Glass
686,2023-03-16 10:16:48.274553,160.27,1,,,,,Deal
18224,2023-03-16 10:16:48.784250,,,160.27,160.29,33,150,Glass
687,2023-03-16 10:16:48.930504,160.29,50,,,,,Deal
688,2023-03-16 10:16:50.676998,160.29,1,,,,,Deal
18225,2023-03-16 10:16:50.676998,,,160.29,160.31,39,10,Glass
18226,2023-03-16 10:16:51.288663,,,160.3,160.31,10,10,Glass
18227,2023-03-16 10:16:51.839252,,,160.29,160.31,39,10,Glass
689,2023-03-16 10:16:51.839252,160.3,10,,,,,Deal
18228,2023-03-16 10:16:53.771784,,,160.25,160.28,246,18,Glass
18229,2023-03-16 10:16:54.738513,,,160.25,160.28,346,18,Glass
18230,2023-03-16 10:16:55.471314,,,160.27,160.28,25,13,Glass
690,2023-03-16 10:16:55.471314,160.28,1,,,,,Deal
691,2023-03-16 10:16:56.443984,160.28,5,,,,,Deal
18231,2023-03-16 10:16:56.443984,,,160.27,160.28,25,8,Glass
18232,2023-03-16 10:16:57.892847,,,160.23,160.25,376,200,Glass
692,2023-03-16 10:16:58.467658,160.25,1,,,,,Deal
18233,2023-03-16 10:16:58.467658,,,160.22,160.25,596,199,Glass
18234,2023-03-16 10:16:59.253532,,,160.22,160.25,596,269,Glass
693,2023-03-16 10:17:01.118184,160.22,80,,,,,Deal
18235,2023-03-16 10:17:01.118184,,,160.22,160.24,516,1,Glass
694,2023-03-16 10:17:02.693698,160.22,28,,,,,Deal
18236,2023-03-16 10:17:02.693698,,,160.22,160.24,478,1,Glass
695,2023-03-16 10:17:04.429273,160.22,476,,,,,Deal
18237,2023-03-16 10:17:04.429273,,,160.22,160.24,1,1,Glass
696,2023-03-16 10:17:05.687252,160.15,1,,,,,Deal
18238,2023-03-16 10:17:05.687252,,,160.15,160.2,139,185,Glass
18239,2023-03-16 10:17:06.289125,,,160.15,160.2,140,185,Glass
697,2023-03-16 10:17:06.590357,160.15,60,,,,,Deal
18240,2023-03-16 10:17:07.057875,,,160.15,160.2,1,100,Glass
18241,2023-03-16 10:17:07.807916,,,160.15,160.2,1,65,Glass
698,2023-03-16 10:17:07.807916,160.19,13,,,,,Deal
18242,2023-03-16 10:17:09.776470,,,160.15,160.2,502,43,Glass
699,2023-03-16 10:17:09.776470,160.19,1,,,,,Deal
18243,2023-03-16 10:17:10.339207,,,160.15,160.19,502,4,Glass
18244,2023-03-16 10:17:11.098383,,,160.15,160.19,501,4,Glass
18245,2023-03-16 10:17:13.382944,,,160.15,160.2,1,3399,Glass
700,2023-03-16 10:17:13.382944,160.19,4,,,,,Deal
18246,2023-03-16 10:17:14.209565,,,160.15,160.2,6,3373,Glass
701,2023-03-16 10:17:15.869069,160.19,25,,,,,Deal
18247,2023-03-16 10:17:15.869069,,,160.15,160.19,6,2076,Glass
702,2023-03-16 10:17:16.414082,160.18,1,,,,,Deal
18248,2023-03-16 10:17:16.414082,,,160.14,160.19,96,2198,Glass
703,2023-03-16 10:17:17.087373,160.14,96,,,,,Deal
18249,2023-03-16 10:17:17.087373,,,160.13,160.19,10,2196,Glass
704,2023-03-16 10:17:18.647985,160.14,2,,,,,Deal
18250,2023-03-16 10:17:18.647985,,,160.13,160.16,10,26,Glass
18251,2023-03-16 10:17:20.093122,,,160.15,160.17,68,27,Glass
705,2023-03-16 10:17:20.777681,160.17,13,,,,,Deal
18252,2023-03-16 10:17:20.777681,,,160.15,160.17,68,14,Glass
18253,2023-03-16 10:17:22.112471,,,160.16,160.17,50,1,Glass
18254,2023-03-16 10:17:23.600291,,,160.15,160.17,68,1,Glass
706,2023-03-16 10:17:23.600291,160.16,50,,,,,Deal
18255,2023-03-16 10:17:24.459986,,,160.15,160.18,57,1,Glass
707,2023-03-16 10:17:24.459986,160.17,1,,,,,Deal
708,2023-03-16 10:17:26.346626,160.18,1,,,,,Deal
18256,2023-03-16 10:17:26.346626,,,160.15,160.19,57,2251,Glass
18257,2023-03-16 10:17:26.883452,,,160.15,160.18,56,10,Glass
18258,2023-03-16 10:17:28.124269,,,160.17,160.18,48,10,Glass
709,2023-03-16 10:17:28.828203,160.17,2,,,,,Deal
18259,2023-03-16 10:17:28.828203,,,160.17,160.18,46,12,Glass
18260,2023-03-16 10:17:29.401045,,,160.15,160.18,56,12,Glass
710,2023-03-16 10:17:29.401045,160.17,46,,,,,Deal
18261,2023-03-16 10:17:30.862979,,,160.15,160.18,24,102,Glass
18262,2023-03-16 10:17:32.143615,,,160.15,160.18,2,107,Glass
18263,2023-03-16 10:17:33.879347,,,160.15,160.18,2,106,Glass
711,2023-03-16 10:17:33.879347,160.18,1,,,,,Deal
18264,2023-03-16 10:17:34.914091,,,160.17,160.18,300,105,Glass
712,2023-03-16 10:17:34.914091,160.18,1,,,,,Deal
18265,2023-03-16 10:17:35.725524,,,160.17,160.18,300,103,Glass
713,2023-03-16 10:17:35.725524,160.18,1,,,,,Deal
18266,2023-03-16 10:17:38.314319,,,160.17,160.18,300,104,Glass
18267,2023-03-16 10:17:39.147136,,,160.17,160.18,322,104,Glass
714,2023-03-16 10:17:39.423727,160.18,1,,,,,Deal
18268,2023-03-16 10:17:39.808707,,,160.17,160.18,322,6,Glass
715,2023-03-16 10:17:40.160790,160.18,25,,,,,Deal
716,2023-03-16 10:17:41.344576,160.17,50,,,,,Deal
18269,2023-03-16 10:17:41.344576,,,160.17,160.18,272,175,Glass
717,2023-03-16 10:17:42.269326,160.17,249,,,,,Deal
18270,2023-03-16 10:17:42.269326,,,160.17,160.18,22,175,Glass
718,2023-03-16 10:17:43.547787,160.17,2,,,,,Deal
18271,2023-03-16 10:17:43.547787,,,160.15,160.17,11,6,Glass
18272,2023-03-16 10:17:45.224055,,,160.15,160.18,417,278,Glass
719,2023-03-16 10:17:45.224055,160.17,2,,,,,Deal
18273,2023-03-16 10:17:45.795312,,,160.16,160.18,1,250,Glass
720,2023-03-16 10:17:47.878269,160.16,1,,,,,Deal
18274,2023-03-16 10:17:47.878269,,,160.15,160.18,417,250,Glass
18275,2023-03-16 10:17:48.626789,,,160.14,160.17,1,29,Glass
18276,2023-03-16 10:17:50.903568,,,160.14,160.15,1,99,Glass
721,2023-03-16 10:17:52.577110,160.14,1,,,,,Deal
18277,2023-03-16 10:17:52.577110,,,160.12,160.15,3,99,Glass
18278,2023-03-16 10:17:53.148574,,,160.1,160.14,402,145,Glass
722,2023-03-16 10:17:53.287614,160.14,1,,,,,Deal
723,2023-03-16 10:17:54.242596,160.14,1,,,,,Deal
18279,2023-03-16 10:17:54.242596,,,160.1,160.14,402,143,Glass
724,2023-03-16 10:17:55.249262,160.1,31,,,,,Deal
18280,2023-03-16 10:17:55.249262,,,160.1,160.14,371,140,Glass
725,2023-03-16 10:17:56.486248,160.07,1,,,,,Deal
18281,2023-03-16 10:17:56.486248,,,160.07,160.09,148,1266,Glass
18282,2023-03-16 10:17:57.305466,,,160.07,160.09,148,1271,Glass
726,2023-03-16 10:17:57.455367,160.09,30,,,,,Deal
18283,2023-03-16 10:17:57.929613,,,160.07,160.09,148,5,Glass
727,2023-03-16 10:17:57.967538,160.09,5,,,,,Deal
18284,2023-03-16 10:17:59.380103,,,160.09,160.14,362,140,Glass
728,2023-03-16 10:17:59.459344,160.1,10,,,,,Deal
18285,2023-03-16 10:18:00.245948,,,160.1,160.13,90,123,Glass
729,2023-03-16 10:18:00.271645,160.1,20,,,,,Deal
18286,2023-03-16 10:18:01.284687,,,160.09,160.1,34,1,Glass
730,2023-03-16 10:18:01.728966,160.1,1,,,,,Deal
18287,2023-03-16 10:18:02.005462,,,160.1,160.14,140,140,Glass
18288,2023-03-16 10:18:03.334022,,,160.07,160.09,50,1714,Glass
731,2023-03-16 10:18:03.334022,160.07,100,,,,,Deal
18289,2023-03-16 10:18:05.165557,,,160.07,160.08,50,86,Glass
732,2023-03-16 10:18:05.165996,160.07,50,,,,,Deal
18290,2023-03-16 10:18:05.865307,,,160.06,160.1,20,100,Glass
733,2023-03-16 10:18:06.544135,160.07,23,,,,,Deal
18291,2023-03-16 10:18:06.544135,,,160.06,160.08,20,1,Glass
18292,2023-03-16 10:18:07.385190,,,160.06,160.08,20,1,Glass
734,2023-03-16 10:18:08.467868,160.06,10,,,,,Deal
18293,2023-03-16 10:18:08.467868,,,160.06,160.07,10,100,Glass
18294,2023-03-16 10:18:09.078011,,,160.03,160.07,140,80,Glass
735,2023-03-16 10:18:09.078011,160.04,1,,,,,Deal
736,2023-03-16 10:18:09.989913,160.07,10,,,,,Deal
18295,2023-03-16 10:18:09.989913,,,160.02,160.07,7,70,Glass
737,2023-03-16 10:18:10.661962,160.02,4,,,,,Deal
18296,2023-03-16 10:18:10.661962,,,160.01,160.07,979,57,Glass
18297,2023-03-16 10:18:11.500510,,,160.02,160.08,2,109,Glass
738,2023-03-16 10:18:11.735417,160.02,2,,,,,Deal
739,2023-03-16 10:18:12.461605,160.0,10,,,,,Deal
18298,2023-03-16 10:18:12.461605,,,160.0,160.01,613,993,Glass
18299,2023-03-16 10:18:13.152442,,,160.0,160.01,663,993,Glass
18300,2023-03-16 10:18:14.384520,,,160.0,160.01,649,993,Glass
740,2023-03-16 10:18:14.384520,160.0,14,,,,,Deal
741,2023-03-16 10:18:15.144857,159.98,200,,,,,Deal
18301,2023-03-16 10:18:15.144857,,,159.98,159.99,893,499,Glass
18302,2023-03-16 10:18:15.885169,,,159.97,159.98,485,301,Glass
742,2023-03-16 10:18:15.885169,159.97,45,,,,,Deal
18303,2023-03-16 10:18:16.404365,,,159.97,159.98,634,302,Glass
18304,2023-03-16 10:18:16.941515,,,159.97,159.98,634,108,Glass
743,2023-03-16 10:18:17.351230,159.97,1,,,,,Deal
18305,2023-03-16 10:18:17.770980,,,159.97,159.98,96,1,Glass
744,2023-03-16 10:18:18.155552,160.02,20,,,,,Deal
18306,2023-03-16 10:18:18.411443,,,159.97,160.02,82,30,Glass
745,2023-03-16 10:18:19.903131,159.97,50,,,,,Deal
18307,2023-03-16 10:18:19.903131,,,159.96,159.97,200,439,Glass
746,2023-03-16 10:18:20.668867,159.95,63,,,,,Deal
18308,2023-03-16 10:18:20.668867,,,159.95,159.97,137,389,Glass
18309,2023-03-16 10:18:21.531118,,,159.95,159.96,180,175,Glass
747,2023-03-16 10:18:22.273238,159.96,50,,,,,Deal
18310,2023-03-16 10:18:22.273238,,,159.95,159.96,180,125,Glass
748,2023-03-16 10:18:23.928088,159.96,1,,,,,Deal
18311,2023-03-16 10:18:23.928088,,,159.95,159.96,180,88,Glass
18312,2023-03-16 10:18:24.693741,,,159.95,159.96,180,42,Glass
749,2023-03-16 10:18:25.157587,159.96,42,,,,,Deal
18313,2023-03-16 10:18:25.287405,,,159.95,159.97,180,274,Glass
750,2023-03-16 10:18:25.663869,159.95,180,,,,,Deal
18314,2023-03-16 10:18:26.040835,,,159.94,159.96,871,194,Glass
18315,2023-03-16 10:18:26.626615,,,159.95,159.96,200,144,Glass
751,2023-03-16 10:18:26.626615,159.96,50,,,,,Deal
18316,2023-03-16 10:18:27.434207,,,159.95,159.96,199,500,Glass
752,2023-03-16 10:18:27.871722,159.95,10,,,,,Deal
18317,2023-03-16 10:18:28.007397,,,159.94,159.95,339,144,Glass
18318,2023-03-16 10:18:28.732580,,,159.94,159.96,238,950,Glass
753,2023-03-16 10:18:28.732580,159.94,300,,,,,Deal
754,2023-03-16 10:18:29.341364,159.96,50,,,,,Deal
18319,2023-03-16 10:18:29.341364,,,159.95,159.96,198,887,Glass
18320,2023-03-16 10:18:30.619493,,,159.95,159.96,308,696,Glass
755,2023-03-16 10:18:31.081610,159.96,38,,,,,Deal
18321,2023-03-16 10:18:31.254610,,,159.95,159.96,308,607,Glass
18322,2023-03-16 10:18:31.781559,,,159.95,159.96,130,507,Glass
756,2023-03-16 10:18:31.781559,159.96,50,,,,,Deal
18323,2023-03-16 10:18:32.388460,,,159.95,159.96,130,557,Glass
757,2023-03-16 10:18:32.435800,159.95,1,,,,,Deal
18324,2023-03-16 10:18:32.902064,,,159.95,159.96,219,511,Glass
758,2023-03-16 10:18:33.200909,159.96,10,,,,,Deal
18325,2023-03-16 10:18:33.512536,,,159.95,159.96,231,390,Glass
18326,2023-03-16 10:18:34.590400,,,159.95,159.96,278,390,Glass
18327,2023-03-16 10:18:35.251501,,,159.95,159.96,278,340,Glass
759,2023-03-16 10:18:35.251501,159.96,50,,,,,Deal
760,2023-03-16 10:18:35.975192,159.96,50,,,,,Deal
18328,2023-03-16 10:18:35.975192,,,159.95,159.96,278,240,Glass
761,2023-03-16 10:18:36.562910,159.96,1,,,,,Deal
18329,2023-03-16 10:18:36.562910,,,159.95,159.96,418,184,Glass
18330,2023-03-16 10:18:37.073230,,,159.95,159.96,317,484,Glass
762,2023-03-16 10:18:37.094591,159.96,20,,,,,Deal
763,2023-03-16 10:18:37.871343,159.96,23,,,,,Deal
18331,2023-03-16 10:18:37.871343,,,159.95,159.96,478,400,Glass
18332,2023-03-16 10:18:38.399850,,,159.95,159.96,479,323,Glass
764,2023-03-16 10:18:39.244004,159.96,23,,,,,Deal
18333,2023-03-16 10:18:39.244004,,,159.95,159.96,479,300,Glass
18334,2023-03-16 10:18:40.458953,,,159.95,159.96,579,173,Glass
765,2023-03-16 10:18:40.458953,159.96,50,,,,,Deal
18335,2023-03-16 10:18:41.491097,,,159.95,159.96,579,73,Glass
766,2023-03-16 10:18:41.491097,159.96,50,,,,,Deal
767,2023-03-16 10:18:42.135673,159.97,50,,,,,Deal
18336,2023-03-16 10:18:42.135673,,,159.96,159.97,513,184,Glass
768,2023-03-16 10:18:42.928836,159.97,33,,,,,Deal
18337,2023-03-16 10:18:42.928836,,,159.96,159.97,513,117,Glass
18338,2023-03-16 10:18:43.828441,,,159.96,159.97,713,84,Glass
769,2023-03-16 10:18:43.954956,159.97,24,,,,,Deal
770,2023-03-16 10:18:44.847664,159.97,2,,,,,Deal
18339,2023-03-16 10:18:44.847664,,,159.96,160.0,719,25,Glass
771,2023-03-16 10:18:45.557167,160.0,25,,,,,Deal
18340,2023-03-16 10:18:45.557167,,,159.99,160.02,710,30,Glass
18341,2023-03-16 10:18:46.305770,,,160.09,160.1,210,140,Glass
772,2023-03-16 10:18:46.305770,160.1,10,,,,,Deal
773,2023-03-16 10:18:47.523248,160.13,34,,,,,Deal
18342,2023-03-16 10:18:47.523248,,,160.12,160.13,205,256,Glass
774,2023-03-16 10:18:48.428101,160.14,5,,,,,Deal
18343,2023-03-16 10:18:48.428101,,,160.12,160.14,325,154,Glass
18344,2023-03-16 10:18:49.494105,,,160.14,160.15,99,214,Glass
775,2023-03-16 10:18:49.494105,160.15,50,,,,,Deal
18345,2023-03-16 10:18:50.442332,,,160.14,160.15,99,214,Glass
776,2023-03-16 10:18:50.902847,160.15,24,,,,,Deal
18346,2023-03-16 10:18:51.000564,,,160.14,160.15,119,200,Glass
